a : 995.0000, 0 -> 2
b : -138.0000, 0 -> 3
c : -903.0000, 0 -> 2
d : 921.0000, 0 -> 3
a : -430.0000, 1 -> 1
b : -508.0000, 1 -> 1
c : -967.0000, 1 -> 1
d : 881.0000, 1 -> 3
a : 366.0000, 2 -> 3
b : 540.0000, 2 -> 3
c : -129.0000, 2 -> 0
d : -229.0000, 2 -> 2
a : 672.0000, 3 -> 2
b : -855.0000, 3 -> 0
c : -781.0000, 3 -> 2
d : -977.0000, 3 -> 1
c : 112.0000, 0 -> 1
d : 446.0000, 0 -> 1
d : 929.0000, 1 -> 2
c : -803.0000, 1 -> 0
b : -746.0000, 2 -> 1
d : -654.0000, 2 -> 1
b : -711.0000, 3 -> 3
c : 900.0000, 3 -> 1
