a : -693.0000, 0 -> 0
b : -459.0000, 0 -> 5
c : -161.0000, 0 -> 4
d : -567.0000, 0 -> 3
a : -379.0000, 1 -> 4
b : -417.0000, 1 -> 3
c : 439.0000, 1 -> 1
d : 174.0000, 1 -> 7
a : -308.0000, 2 -> 2
b : 880.0000, 2 -> 1
c : 117.0000, 2 -> 0
d : -792.0000, 2 -> 0
a : 221.0000, 3 -> 0
b : -644.0000, 3 -> 2
c : 45.0000, 3 -> 3
d : 843.0000, 3 -> 5
a : 195.0000, 4 -> 7
b : -322.0000, 4 -> 4
c : -582.0000, 4 -> 3
d : 968.0000, 4 -> 5
a : -576.0000, 5 -> 3
b : -880.0000, 5 -> 4
c : 522.0000, 5 -> 2
d : -63.0000, 5 -> 6
a : -319.0000, 6 -> 4
b : -163.0000, 6 -> 4
c : -32.0000, 6 -> 2
d : -150.0000, 6 -> 2
a : 552.0000, 7 -> 6
b : -978.0000, 7 -> 4
c : -283.0000, 7 -> 1
d : 578.0000, 7 -> 1
a : 705.0000, 0 -> 3
a : 875.0000, 0 -> 5
c : -345.0000, 1 -> 5
a : -112.0000, 1 -> 7
d : 190.0000, 2 -> 7
c : 656.0000, 2 -> 7
b : 805.0000, 3 -> 7
d : 25.0000, 3 -> 0
b : -460.0000, 4 -> 2
c : -535.0000, 4 -> 4
a : -585.0000, 5 -> 4
d : -786.0000, 5 -> 2
d : 38.0000, 6 -> 0
b : -851.0000, 6 -> 7
c : -334.0000, 7 -> 7
c : 804.0000, 7 -> 4
