a : -924.0000, 0 -> 5
b : 666.0000, 0 -> 7
a : -965.0000, 1 -> 2
b : -583.0000, 1 -> 0
a : -154.0000, 2 -> 5
b : 59.0000, 2 -> 1
a : -872.0000, 3 -> 1
b : -882.0000, 3 -> 3
a : -910.0000, 4 -> 1
b : -350.0000, 4 -> 4
a : -605.0000, 5 -> 4
b : 883.0000, 5 -> 2
a : 910.0000, 6 -> 4
b : -610.0000, 6 -> 6
a : 889.0000, 7 -> 1
b : 953.0000, 7 -> 6
a : -303.0000, 0 -> 0
a : -118.0000, 1 -> 3
b : 135.0000, 2 -> 5
a : -757.0000, 3 -> 4
a : -155.0000, 4 -> 0
b : 589.0000, 5 -> 5
a : 390.0000, 6 -> 0
b : 556.0000, 7 -> 0
