a : -118.0000, 0 -> 3
b : -949.0000, 0 -> 1
c : -530.0000, 0 -> 0
d : 20.0000, 0 -> 2
a : -688.0000, 1 -> 0
b : -681.0000, 1 -> 0
c : -520.0000, 1 -> 1
d : 140.0000, 1 -> 1
a : 405.0000, 2 -> 3
b : 31.0000, 2 -> 2
c : -778.0000, 2 -> 0
d : 111.0000, 2 -> 3
a : 241.0000, 3 -> 2
b : 334.0000, 3 -> 2
c : 534.0000, 3 -> 2
d : -477.0000, 3 -> 3
c : 793.0000, 0 -> 2
c : 947.0000, 0 -> 3
b : 366.0000, 1 -> 1
c : -728.0000, 1 -> 2
b : -528.0000, 2 -> 3
c : 205.0000, 2 -> 1
c : 359.0000, 3 -> 1
b : -455.0000, 3 -> 0
