a : -906.0000, 0 -> 0
b : -982.0000, 0 -> 1
c : 355.0000, 0 -> 7
d : 346.0000, 0 -> 2
a : 860.0000, 1 -> 6
b : 965.0000, 1 -> 6
c : 859.0000, 1 -> 4
d : -319.0000, 1 -> 5
a : -868.0000, 2 -> 5
b : 164.0000, 2 -> 6
c : 596.0000, 2 -> 2
d : 200.0000, 2 -> 4
a : -220.0000, 3 -> 6
b : -77.0000, 3 -> 3
c : -728.0000, 3 -> 3
d : 754.0000, 3 -> 5
a : -155.0000, 4 -> 7
b : -714.0000, 4 -> 3
c : 395.0000, 4 -> 1
d : 230.0000, 4 -> 2
a : 624.0000, 5 -> 5
b : -640.0000, 5 -> 7
c : -723.0000, 5 -> 6
d : -143.0000, 5 -> 0
a : -355.0000, 6 -> 6
b : -6.0000, 6 -> 1
c : 189.0000, 6 -> 1
d : -676.0000, 6 -> 3
a : -736.0000, 7 -> 0
b : -678.0000, 7 -> 6
c : 379.0000, 7 -> 1
d : -997.0000, 7 -> 1
c : 898.0000, 0 -> 1
d : -777.0000, 0 -> 0
d : 663.0000, 1 -> 4
b : 629.0000, 1 -> 3
d : -262.0000, 2 -> 5
b : 145.0000, 2 -> 2
c : 314.0000, 3 -> 4
b : -347.0000, 3 -> 7
b : 290.0000, 4 -> 0
d : 56.0000, 4 -> 5
c : -322.0000, 5 -> 5
c : 298.0000, 5 -> 7
d : -862.0000, 6 -> 4
d : -121.0000, 6 -> 1
d : 356.0000, 7 -> 5
b : 247.0000, 7 -> 0
