a : -121.0000, 0 -> 3
b : 278.0000, 0 -> 1
c : -590.0000, 0 -> 2
d : 723.0000, 0 -> 0
a : -141.0000, 1 -> 2
b : -428.0000, 1 -> 0
c : 789.0000, 1 -> 1
d : 873.0000, 1 -> 2
a : -655.0000, 2 -> 1
b : 594.0000, 2 -> 3
c : 581.0000, 2 -> 0
d : 791.0000, 2 -> 0
a : -245.0000, 3 -> 2
b : 775.0000, 3 -> 0
c : -852.0000, 3 -> 3
d : -654.0000, 3 -> 0
d : -873.0000, 0 -> 1
d : -823.0000, 0 -> 2
c : -977.0000, 1 -> 2
b : -866.0000, 1 -> 2
d : -746.0000, 2 -> 1
c : -721.0000, 2 -> 1
d : 351.0000, 3 -> 3
b : -452.0000, 3 -> 3
