a : -174.0000, 0 -> 1
b : -386.0000, 0 -> 2
c : 486.0000, 0 -> 4
d : -646.0000, 0 -> 4
a : -5.0000, 1 -> 1
b : -905.0000, 1 -> 2
c : -624.0000, 1 -> 0
d : -748.0000, 1 -> 2
a : -803.0000, 2 -> 7
b : -267.0000, 2 -> 2
c : -993.0000, 2 -> 0
d : -492.0000, 2 -> 6
a : 563.0000, 3 -> 4
b : 157.0000, 3 -> 0
c : -601.0000, 3 -> 0
d : -146.0000, 3 -> 6
a : 353.0000, 4 -> 3
b : -637.0000, 4 -> 6
c : -433.0000, 4 -> 3
d : 247.0000, 4 -> 3
a : -21.0000, 5 -> 1
b : -901.0000, 5 -> 1
c : 947.0000, 5 -> 5
d : 842.0000, 5 -> 3
a : -178.0000, 6 -> 6
b : 269.0000, 6 -> 6
c : -797.0000, 6 -> 3
d : 900.0000, 6 -> 0
a : -692.0000, 7 -> 4
b : -48.0000, 7 -> 6
c : 879.0000, 7 -> 0
d : 497.0000, 7 -> 5
b : -613.0000, 0 -> 5
b : -287.0000, 0 -> 6
a : 588.0000, 1 -> 0
b : -504.0000, 1 -> 5
b : 367.0000, 2 -> 0
c : 51.0000, 2 -> 1
a : 8.0000, 3 -> 3
c : -691.0000, 3 -> 4
d : -25.0000, 4 -> 2
b : 67.0000, 4 -> 7
a : -605.0000, 5 -> 0
a : -832.0000, 5 -> 7
b : -377.0000, 6 -> 4
b : 233.0000, 6 -> 5
c : 611.0000, 7 -> 1
a : -504.0000, 7 -> 5
