a : -137.0000, 0 -> 3
b : 979.0000, 0 -> 1
c : -2.0000, 0 -> 3
d : 486.0000, 0 -> 0
a : 555.0000, 1 -> 1
b : -77.0000, 1 -> 3
c : -457.0000, 1 -> 3
d : 883.0000, 1 -> 2
a : 43.0000, 2 -> 2
b : 733.0000, 2 -> 1
c : -541.0000, 2 -> 0
d : -425.0000, 2 -> 0
a : 323.0000, 3 -> 1
b : 935.0000, 3 -> 1
c : -841.0000, 3 -> 1
d : -459.0000, 3 -> 1
a : 518.0000, 0 -> 0
d : 547.0000, 0 -> 2
d : 618.0000, 1 -> 1
a : 594.0000, 1 -> 3
d : -778.0000, 2 -> 3
b : 933.0000, 2 -> 2
c : 805.0000, 3 -> 0
d : 59.0000, 3 -> 2
