a : 101.0000, 0 -> 6
b : -593.0000, 0 -> 3
a : -550.0000, 1 -> 7
b : -205.0000, 1 -> 2
a : 628.0000, 2 -> 5
b : -583.0000, 2 -> 7
a : -583.0000, 3 -> 5
b : 106.0000, 3 -> 4
a : -606.0000, 4 -> 0
b : -414.0000, 4 -> 0
a : 356.0000, 5 -> 4
b : 915.0000, 5 -> 1
a : 154.0000, 6 -> 0
b : -564.0000, 6 -> 2
a : 524.0000, 7 -> 0
b : 80.0000, 7 -> 0
b : -910.0000, 0 -> 0
a : -205.0000, 1 -> 3
a : 188.0000, 2 -> 2
a : -590.0000, 3 -> 2
b : 547.0000, 4 -> 1
a : 39.0000, 5 -> 1
b : 651.0000, 6 -> 1
b : -86.0000, 7 -> 1
