a : -433.0000, 0 -> 0
b : 450.0000, 0 -> 3
c : -353.0000, 0 -> 0
d : 211.0000, 0 -> 3
a : 119.0000, 1 -> 1
b : -153.0000, 1 -> 2
c : -890.0000, 1 -> 2
d : 30.0000, 1 -> 1
a : 493.0000, 2 -> 2
b : -284.0000, 2 -> 2
c : -258.0000, 2 -> 3
d : 523.0000, 2 -> 3
a : 682.0000, 3 -> 2
b : 748.0000, 3 -> 1
c : 806.0000, 3 -> 2
d : -150.0000, 3 -> 2
d : -906.0000, 0 -> 2
b : -713.0000, 0 -> 2
c : 765.0000, 1 -> 0
b : 458.0000, 1 -> 1
b : 233.0000, 2 -> 3
b : 810.0000, 2 -> 0
a : -168.0000, 3 -> 0
b : -347.0000, 3 -> 2
