a : 449.0000, 0 -> 4
b : 369.0000, 0 -> 5
a : -351.0000, 1 -> 4
b : 201.0000, 1 -> 4
a : 499.0000, 2 -> 7
b : 75.0000, 2 -> 2
a : 122.0000, 3 -> 5
b : 302.0000, 3 -> 2
a : 950.0000, 4 -> 3
b : -952.0000, 4 -> 6
a : 460.0000, 5 -> 7
b : -917.0000, 5 -> 1
a : 336.0000, 6 -> 0
b : 979.0000, 6 -> 7
a : 955.0000, 7 -> 0
b : 753.0000, 7 -> 7
b : 332.0000, 0 -> 6
b : -699.0000, 1 -> 7
b : -327.0000, 2 -> 1
b : -276.0000, 3 -> 5
a : 168.0000, 4 -> 2
a : -699.0000, 5 -> 5
a : 971.0000, 6 -> 3
a : 865.0000, 7 -> 3
