a : 522.0000, 0 -> 6
b : -771.0000, 0 -> 5
a : -245.0000, 1 -> 6
b : 890.0000, 1 -> 4
a : -977.0000, 2 -> 2
b : 657.0000, 2 -> 3
a : -916.0000, 3 -> 7
b : -458.0000, 3 -> 3
a : -578.0000, 4 -> 6
b : -560.0000, 4 -> 0
a : 815.0000, 5 -> 5
b : -576.0000, 5 -> 2
a : -451.0000, 6 -> 0
b : 959.0000, 6 -> 5
a : -897.0000, 7 -> 6
b : 1.0000, 7 -> 7
b : -209.0000, 0 -> 7
a : 25.0000, 1 -> 1
b : 915.0000, 2 -> 4
b : -767.0000, 3 -> 0
b : -719.0000, 4 -> 3
a : 663.0000, 5 -> 6
a : 980.0000, 6 -> 1
b : 1.0000, 7 -> 0
