a : 654.0000, 0 -> 1
b : 116.0000, 0 -> 0
c : 404.0000, 0 -> 3
d : -957.0000, 0 -> 3
a : 625.0000, 1 -> 1
b : 994.0000, 1 -> 1
c : -473.0000, 1 -> 1
d : -736.0000, 1 -> 0
a : 875.0000, 2 -> 0
b : -528.0000, 2 -> 1
c : -68.0000, 2 -> 2
d : -148.0000, 2 -> 1
a : -416.0000, 3 -> 3
b : 313.0000, 3 -> 2
c : -990.0000, 3 -> 2
d : -327.0000, 3 -> 1
b : 819.0000, 0 -> 1
d : 898.0000, 0 -> 2
c : 142.0000, 1 -> 2
b : 790.0000, 1 -> 0
b : -354.0000, 2 -> 3
a : 751.0000, 2 -> 2
d : 937.0000, 3 -> 3
d : 552.0000, 3 -> 0
