a : 424.0000, 0 -> 2
b : -890.0000, 0 -> 0
c : -558.0000, 0 -> 1
d : -831.0000, 0 -> 2
a : -847.0000, 1 -> 0
b : 798.0000, 1 -> 2
c : -782.0000, 1 -> 5
d : 625.0000, 1 -> 5
a : -228.0000, 2 -> 7
b : -574.0000, 2 -> 1
c : -497.0000, 2 -> 0
d : 660.0000, 2 -> 5
a : 528.0000, 3 -> 4
b : -16.0000, 3 -> 7
c : 329.0000, 3 -> 1
d : -697.0000, 3 -> 2
a : 144.0000, 4 -> 4
b : -385.0000, 4 -> 4
c : 505.0000, 4 -> 6
d : -770.0000, 4 -> 1
a : 851.0000, 5 -> 6
b : 111.0000, 5 -> 2
c : 281.0000, 5 -> 0
d : -998.0000, 5 -> 1
a : 579.0000, 6 -> 3
b : -677.0000, 6 -> 5
c : 16.0000, 6 -> 6
d : 338.0000, 6 -> 1
a : -60.0000, 7 -> 1
b : 902.0000, 7 -> 0
c : -785.0000, 7 -> 4
d : 42.0000, 7 -> 1
c : 744.0000, 0 -> 6
a : 163.0000, 0 -> 0
b : 235.0000, 1 -> 1
a : -740.0000, 1 -> 4
b : 42.0000, 2 -> 5
a : -750.0000, 2 -> 2
b : -43.0000, 3 -> 6
d : 817.0000, 3 -> 0
a : -660.0000, 4 -> 0
b : -968.0000, 4 -> 1
a : -844.0000, 5 -> 7
a : 102.0000, 5 -> 5
c : -843.0000, 6 -> 0
b : -729.0000, 6 -> 4
a : -15.0000, 7 -> 6
c : -791.0000, 7 -> 2
