a : 806.0000, 0 -> 4
b : 972.0000, 0 -> 3
c : 352.0000, 0 -> 3
d : 579.0000, 0 -> 3
a : -382.0000, 1 -> 6
b : -357.0000, 1 -> 6
c : -711.0000, 1 -> 5
d : -427.0000, 1 -> 1
a : -568.0000, 2 -> 2
b : 857.0000, 2 -> 6
c : 705.0000, 2 -> 5
d : -664.0000, 2 -> 7
a : -434.0000, 3 -> 2
b : -369.0000, 3 -> 6
c : -37.0000, 3 -> 1
d : 553.0000, 3 -> 1
a : -227.0000, 4 -> 1
b : 757.0000, 4 -> 4
c : -171.0000, 4 -> 5
d : 909.0000, 4 -> 2
a : -622.0000, 5 -> 0
b : 618.0000, 5 -> 1
c : 690.0000, 5 -> 0
d : 932.0000, 5 -> 0
a : 516.0000, 6 -> 7
b : -204.0000, 6 -> 1
c : 343.0000, 6 -> 7
d : -64.0000, 6 -> 6
a : -569.0000, 7 -> 1
b : 612.0000, 7 -> 6
c : 656.0000, 7 -> 2
d : -986.0000, 7 -> 4
b : 775.0000, 0 -> 7
b : -908.0000, 0 -> 5
b : -27.0000, 1 -> 3
a : -717.0000, 1 -> 2
d : 140.0000, 2 -> 3
a : 406.0000, 2 -> 4
c : 734.0000, 3 -> 5
a : -340.0000, 3 -> 3
d : 458.0000, 4 -> 5
c : 712.0000, 4 -> 1
b : 348.0000, 5 -> 6
a : -55.0000, 5 -> 7
c : 408.0000, 6 -> 6
c : 429.0000, 6 -> 5
d : 315.0000, 7 -> 6
d : -476.0000, 7 -> 5
