a : -473.0000, 0 -> 5
b : -244.0000, 0 -> 4
a : -725.0000, 1 -> 2
b : 493.0000, 1 -> 3
a : 633.0000, 2 -> 5
b : 670.0000, 2 -> 1
a : -351.0000, 3 -> 0
b : 13.0000, 3 -> 1
a : -340.0000, 4 -> 7
b : 185.0000, 4 -> 5
a : 529.0000, 5 -> 7
b : 496.0000, 5 -> 1
a : 32.0000, 6 -> 7
b : 947.0000, 6 -> 4
a : 160.0000, 7 -> 5
b : -80.0000, 7 -> 0
b : 0.0000, 0 -> 7
a : -265.0000, 1 -> 7
a : -201.0000, 2 -> 7
b : -995.0000, 3 -> 0
b : -802.0000, 4 -> 1
a : 633.0000, 5 -> 6
a : -856.0000, 6 -> 3
b : -769.0000, 7 -> 5
