a : -844.0000, 0 -> 2
b : -36.0000, 0 -> 1
c : -798.0000, 0 -> 0
d : 979.0000, 0 -> 1
a : 408.0000, 1 -> 2
b : -563.0000, 1 -> 0
c : -390.0000, 1 -> 3
d : 582.0000, 1 -> 2
a : -482.0000, 2 -> 0
b : 327.0000, 2 -> 2
c : -202.0000, 2 -> 0
d : -922.0000, 2 -> 0
a : 277.0000, 3 -> 1
b : -126.0000, 3 -> 1
c : 303.0000, 3 -> 0
d : -534.0000, 3 -> 2
a : -424.0000, 0 -> 3
b : 770.0000, 0 -> 0
b : 132.0000, 1 -> 3
b : -879.0000, 1 -> 1
b : -652.0000, 2 -> 1
c : 347.0000, 2 -> 3
a : -316.0000, 3 -> 3
d : 379.0000, 3 -> 0
