a : 986.0000, 0 -> 2
b : -49.0000, 0 -> 6
c : 781.0000, 0 -> 1
d : 118.0000, 0 -> 7
a : -907.0000, 1 -> 2
b : 199.0000, 1 -> 1
c : -186.0000, 1 -> 2
d : 236.0000, 1 -> 5
a : -395.0000, 2 -> 2
b : 443.0000, 2 -> 3
c : -554.0000, 2 -> 6
d : 566.0000, 2 -> 5
a : 242.0000, 3 -> 3
b : 948.0000, 3 -> 6
c : 752.0000, 3 -> 3
d : 695.0000, 3 -> 4
a : -700.0000, 4 -> 5
b : -573.0000, 4 -> 6
c : 366.0000, 4 -> 1
d : 389.0000, 4 -> 3
a : -161.0000, 5 -> 5
b : 501.0000, 5 -> 0
c : 889.0000, 5 -> 6
d : 364.0000, 5 -> 2
a : 449.0000, 6 -> 2
b : 1.0000, 6 -> 3
c : 256.0000, 6 -> 0
d : 91.0000, 6 -> 3
a : 870.0000, 7 -> 7
b : -221.0000, 7 -> 6
c : 136.0000, 7 -> 3
d : 805.0000, 7 -> 6
c : -866.0000, 0 -> 7
b : 407.0000, 0 -> 4
b : -507.0000, 1 -> 3
a : 527.0000, 1 -> 7
d : -334.0000, 2 -> 4
c : -628.0000, 2 -> 1
b : 219.0000, 3 -> 5
b : 741.0000, 3 -> 0
a : -702.0000, 4 -> 7
d : 312.0000, 4 -> 4
b : -51.0000, 5 -> 6
a : -619.0000, 5 -> 2
c : -50.0000, 6 -> 4
a : 766.0000, 6 -> 3
a : -916.0000, 7 -> 5
c : -105.0000, 7 -> 4
