a : 361.0000, 0 -> 3
b : 316.0000, 0 -> 1
c : -695.0000, 0 -> 2
d : -722.0000, 0 -> 0
a : 556.0000, 1 -> 2
b : -502.0000, 1 -> 1
c : -517.0000, 1 -> 0
d : 125.0000, 1 -> 3
a : -361.0000, 2 -> 3
b : 538.0000, 2 -> 3
c : -657.0000, 2 -> 3
d : -377.0000, 2 -> 0
a : 630.0000, 3 -> 3
b : -420.0000, 3 -> 3
c : 379.0000, 3 -> 2
d : -833.0000, 3 -> 3
d : 414.0000, 0 -> 2
a : 873.0000, 0 -> 2
b : 2.0000, 1 -> 0
a : -432.0000, 1 -> 1
c : -158.0000, 2 -> 2
b : 733.0000, 2 -> 0
d : 367.0000, 3 -> 2
d : 121.0000, 3 -> 1
