a : -602.0000, 0 -> 3
b : 821.0000, 0 -> 0
c : 181.0000, 0 -> 2
d : -847.0000, 0 -> 1
a : 304.0000, 1 -> 3
b : 682.0000, 1 -> 1
c : -363.0000, 1 -> 2
d : -569.0000, 1 -> 0
a : 761.0000, 2 -> 2
b : -769.0000, 2 -> 0
c : -422.0000, 2 -> 0
d : -763.0000, 2 -> 1
a : -275.0000, 3 -> 0
b : -251.0000, 3 -> 3
c : -922.0000, 3 -> 0
d : -321.0000, 3 -> 3
b : -554.0000, 0 -> 2
a : -52.0000, 0 -> 1
b : -446.0000, 1 -> 0
c : -611.0000, 1 -> 3
b : -845.0000, 2 -> 1
d : -82.0000, 2 -> 0
b : -735.0000, 3 -> 0
d : 929.0000, 3 -> 2
