a : 426.0000, 0 -> 1
b : -564.0000, 0 -> 3
c : -815.0000, 0 -> 2
d : -494.0000, 0 -> 2
a : -63.0000, 1 -> 2
b : 564.0000, 1 -> 2
c : 805.0000, 1 -> 1
d : 355.0000, 1 -> 1
a : 846.0000, 2 -> 1
b : -580.0000, 2 -> 3
c : -117.0000, 2 -> 2
d : -488.0000, 2 -> 1
a : 223.0000, 3 -> 2
b : -978.0000, 3 -> 0
c : 119.0000, 3 -> 0
d : 174.0000, 3 -> 2
b : -846.0000, 0 -> 2
c : -437.0000, 0 -> 0
b : 542.0000, 1 -> 0
a : -18.0000, 1 -> 1
d : -789.0000, 2 -> 2
a : 693.0000, 2 -> 2
b : -584.0000, 3 -> 2
d : 682.0000, 3 -> 0
