a : -469.0000, 0 -> 0
b : 980.0000, 0 -> 5
c : 209.0000, 0 -> 7
d : -565.0000, 0 -> 3
a : 415.0000, 1 -> 6
b : 505.0000, 1 -> 1
c : -330.0000, 1 -> 7
d : -59.0000, 1 -> 6
a : -446.0000, 2 -> 3
b : 508.0000, 2 -> 5
c : -170.0000, 2 -> 1
d : -994.0000, 2 -> 0
a : -676.0000, 3 -> 5
b : 275.0000, 3 -> 1
c : 865.0000, 3 -> 0
d : -654.0000, 3 -> 3
a : 485.0000, 4 -> 6
b : -423.0000, 4 -> 4
c : 209.0000, 4 -> 3
d : 74.0000, 4 -> 7
a : -773.0000, 5 -> 7
b : 447.0000, 5 -> 1
c : -220.0000, 5 -> 0
d : 942.0000, 5 -> 4
a : 858.0000, 6 -> 5
b : -131.0000, 6 -> 4
c : -9.0000, 6 -> 1
d : -809.0000, 6 -> 5
a : -855.0000, 7 -> 1
b : 550.0000, 7 -> 6
c : -925.0000, 7 -> 6
d : -397.0000, 7 -> 3
b : -882.0000, 0 -> 0
b : -723.0000, 0 -> 7
a : 128.0000, 1 -> 1
d : 749.0000, 1 -> 3
d : 10.0000, 2 -> 5
d : 636.0000, 2 -> 2
a : 917.0000, 3 -> 4
b : -196.0000, 3 -> 4
c : -213.0000, 4 -> 6
a : 345.0000, 4 -> 7
a : -910.0000, 5 -> 4
d : 669.0000, 5 -> 7
b : 205.0000, 6 -> 3
d : -994.0000, 6 -> 7
d : -344.0000, 7 -> 0
a : -462.0000, 7 -> 5
b : -557.0000, 3 -> 2
