a : -125.0000, 0 -> 2
b : 203.0000, 0 -> 0
c : 790.0000, 0 -> 2
d : -887.0000, 0 -> 0
a : 66.0000, 1 -> 7
b : -595.0000, 1 -> 5
c : -104.0000, 1 -> 3
d : 641.0000, 1 -> 2
a : 154.0000, 2 -> 3
b : -381.0000, 2 -> 3
c : 311.0000, 2 -> 7
d : -301.0000, 2 -> 2
a : -347.0000, 3 -> 2
b : 519.0000, 3 -> 2
c : -174.0000, 3 -> 1
d : -560.0000, 3 -> 6
a : -641.0000, 4 -> 4
b : 98.0000, 4 -> 5
c : -76.0000, 4 -> 5
d : 529.0000, 4 -> 3
a : -611.0000, 5 -> 4
b : -877.0000, 5 -> 7
c : -997.0000, 5 -> 5
d : -344.0000, 5 -> 0
a : 663.0000, 6 -> 1
b : -806.0000, 6 -> 6
c : 862.0000, 6 -> 4
d : 254.0000, 6 -> 0
a : -116.0000, 7 -> 7
b : 665.0000, 7 -> 0
c : -331.0000, 7 -> 4
d : 891.0000, 7 -> 7
d : -151.0000, 0 -> 3
a : -158.0000, 0 -> 3
a : -924.0000, 1 -> 5
a : 791.0000, 1 -> 1
c : -127.0000, 2 -> 4
d : 572.0000, 2 -> 6
c : -386.0000, 3 -> 2
d : 866.0000, 3 -> 3
b : 564.0000, 4 -> 0
a : 811.0000, 4 -> 6
c : -250.0000, 5 -> 4
d : 262.0000, 5 -> 2
c : 837.0000, 6 -> 1
d : -986.0000, 6 -> 6
b : 583.0000, 7 -> 5
b : 520.0000, 7 -> 6
