a : 957.0000, 0 -> 3
b : -296.0000, 0 -> 3
c : -207.0000, 0 -> 2
d : 798.0000, 0 -> 3
a : -87.0000, 1 -> 0
b : 758.0000, 1 -> 0
c : -164.0000, 1 -> 2
d : -138.0000, 1 -> 1
a : -641.0000, 2 -> 3
b : 395.0000, 2 -> 3
c : 664.0000, 2 -> 2
d : 33.0000, 2 -> 0
a : 620.0000, 3 -> 1
b : 24.0000, 3 -> 2
c : 136.0000, 3 -> 0
d : 950.0000, 3 -> 2
d : -635.0000, 0 -> 2
c : -562.0000, 0 -> 1
c : -548.0000, 1 -> 3
a : 649.0000, 1 -> 3
d : 776.0000, 2 -> 2
a : 676.0000, 2 -> 2
d : 485.0000, 3 -> 1
a : 897.0000, 3 -> 3
