a : 130.0000, 0 -> 0
b : -838.0000, 0 -> 2
c : -865.0000, 0 -> 1
d : -594.0000, 0 -> 2
a : -623.0000, 1 -> 0
b : 299.0000, 1 -> 0
c : 745.0000, 1 -> 0
d : 413.0000, 1 -> 2
a : 899.0000, 2 -> 1
b : 640.0000, 2 -> 2
c : -860.0000, 2 -> 2
d : -99.0000, 2 -> 1
a : -415.0000, 3 -> 0
b : 569.0000, 3 -> 1
c : -142.0000, 3 -> 3
d : -291.0000, 3 -> 0
a : -503.0000, 0 -> 2
a : -862.0000, 0 -> 3
b : 643.0000, 1 -> 3
d : 281.0000, 1 -> 3
c : 129.0000, 2 -> 3
d : -887.0000, 2 -> 2
a : -80.0000, 3 -> 1
c : 582.0000, 3 -> 2
