a : 706.0000, 0 -> 0
b : 443.0000, 0 -> 2
a : 215.0000, 1 -> 0
b : 466.0000, 1 -> 0
a : 932.0000, 2 -> 6
b : -999.0000, 2 -> 0
a : 896.0000, 3 -> 0
b : -613.0000, 3 -> 2
a : 972.0000, 4 -> 2
b : 204.0000, 4 -> 0
a : -26.0000, 5 -> 0
b : -396.0000, 5 -> 3
a : -750.0000, 6 -> 2
b : -183.0000, 6 -> 5
a : -750.0000, 7 -> 7
b : -111.0000, 7 -> 7
a : -319.0000, 0 -> 7
a : -280.0000, 1 -> 6
b : -725.0000, 2 -> 7
a : 164.0000, 3 -> 5
a : 161.0000, 4 -> 6
a : 965.0000, 5 -> 6
b : -770.0000, 6 -> 1
a : -819.0000, 7 -> 0
a : 977.0000, 1 -> 4
