a : 844.0000, 0 -> 1
b : -344.0000, 0 -> 0
c : 667.0000, 0 -> 1
d : 852.0000, 0 -> 3
a : -511.0000, 1 -> 3
b : -427.0000, 1 -> 0
c : 184.0000, 1 -> 0
d : -130.0000, 1 -> 3
a : 359.0000, 2 -> 0
b : 990.0000, 2 -> 2
c : -134.0000, 2 -> 0
d : 92.0000, 2 -> 1
a : 523.0000, 3 -> 3
b : 35.0000, 3 -> 3
c : -605.0000, 3 -> 0
d : 8.0000, 3 -> 1
a : -170.0000, 0 -> 3
b : 668.0000, 0 -> 2
d : -682.0000, 1 -> 0
d : -363.0000, 1 -> 1
c : -96.0000, 2 -> 1
b : -346.0000, 2 -> 1
a : -760.0000, 3 -> 2
d : 323.0000, 3 -> 3
