a : -909.0000, 0 -> 3
b : 943.0000, 0 -> 7
a : 936.0000, 1 -> 7
b : -429.0000, 1 -> 1
a : 577.0000, 2 -> 2
b : -730.0000, 2 -> 6
a : 471.0000, 3 -> 0
b : 631.0000, 3 -> 2
a : -194.0000, 4 -> 3
b : 535.0000, 4 -> 7
a : 899.0000, 5 -> 0
b : 0.0000, 5 -> 2
a : 857.0000, 6 -> 5
b : 169.0000, 6 -> 6
a : 165.0000, 7 -> 3
b : -836.0000, 7 -> 3
a : -893.0000, 0 -> 5
a : 609.0000, 1 -> 5
b : -905.0000, 2 -> 4
a : -59.0000, 3 -> 7
b : -729.0000, 4 -> 4
b : -148.0000, 5 -> 6
b : 270.0000, 6 -> 4
b : -871.0000, 7 -> 2
a : 113.0000, 3 -> 1
