a : -914.0000, 0 -> 2
b : -853.0000, 0 -> 6
a : 535.0000, 1 -> 5
b : 615.0000, 1 -> 1
a : 60.0000, 2 -> 7
b : -418.0000, 2 -> 5
a : -334.0000, 3 -> 6
b : 271.0000, 3 -> 1
a : -346.0000, 4 -> 2
b : 917.0000, 4 -> 1
a : 166.0000, 5 -> 1
b : 354.0000, 5 -> 6
a : -937.0000, 6 -> 7
b : -888.0000, 6 -> 4
a : -164.0000, 7 -> 7
b : 951.0000, 7 -> 5
a : 531.0000, 0 -> 0
b : -106.0000, 1 -> 7
b : -504.0000, 2 -> 3
b : 218.0000, 3 -> 6
b : -199.0000, 4 -> 6
b : 128.0000, 5 -> 4
a : 498.0000, 6 -> 1
a : 629.0000, 7 -> 2
