a : -147.0000, 0 -> 3
b : 626.0000, 0 -> 2
c : 36.0000, 0 -> 1
d : 365.0000, 0 -> 3
a : -583.0000, 1 -> 1
b : -569.0000, 1 -> 3
c : -140.0000, 1 -> 1
d : 563.0000, 1 -> 2
a : 866.0000, 2 -> 1
b : -80.0000, 2 -> 3
c : 99.0000, 2 -> 2
d : -184.0000, 2 -> 3
a : 698.0000, 3 -> 3
b : -143.0000, 3 -> 3
c : 234.0000, 3 -> 2
d : -931.0000, 3 -> 3
b : -531.0000, 0 -> 0
a : 418.0000, 0 -> 2
a : -114.0000, 1 -> 0
a : -49.0000, 1 -> 3
c : 826.0000, 2 -> 1
c : 586.0000, 2 -> 3
d : -308.0000, 3 -> 0
c : -924.0000, 3 -> 3
