a : 834.0000, 0 -> 6
b : 248.0000, 0 -> 1
a : -535.0000, 1 -> 3
b : 448.0000, 1 -> 4
a : 455.0000, 2 -> 5
b : 613.0000, 2 -> 6
a : 16.0000, 3 -> 4
b : 389.0000, 3 -> 1
a : -962.0000, 4 -> 5
b : -196.0000, 4 -> 1
a : -306.0000, 5 -> 3
b : -758.0000, 5 -> 2
a : -148.0000, 6 -> 1
b : 755.0000, 6 -> 6
a : 303.0000, 7 -> 2
b : -334.0000, 7 -> 2
b : 41.0000, 0 -> 2
b : -107.0000, 1 -> 6
a : -201.0000, 2 -> 0
b : 909.0000, 3 -> 3
a : 510.0000, 4 -> 0
a : 102.0000, 5 -> 7
b : -767.0000, 6 -> 4
b : -692.0000, 7 -> 1
