a : 466.0000, 0 -> 6
b : 131.0000, 0 -> 6
c : -852.0000, 0 -> 5
d : 164.0000, 0 -> 6
a : -917.0000, 1 -> 6
b : -569.0000, 1 -> 6
c : -307.0000, 1 -> 2
d : -561.0000, 1 -> 5
a : 158.0000, 2 -> 1
b : -434.0000, 2 -> 4
c : -90.0000, 2 -> 2
d : -299.0000, 2 -> 4
a : 768.0000, 3 -> 5
b : -62.0000, 3 -> 7
c : -771.0000, 3 -> 7
d : -696.0000, 3 -> 2
a : -924.0000, 4 -> 7
b : 29.0000, 4 -> 3
c : -609.0000, 4 -> 0
d : -22.0000, 4 -> 1
a : -202.0000, 5 -> 1
b : 466.0000, 5 -> 0
c : -135.0000, 5 -> 2
d : 142.0000, 5 -> 7
a : -976.0000, 6 -> 2
b : 370.0000, 6 -> 7
c : 729.0000, 6 -> 7
d : -953.0000, 6 -> 1
a : 627.0000, 7 -> 4
b : -689.0000, 7 -> 3
c : 535.0000, 7 -> 3
d : -303.0000, 7 -> 3
c : 172.0000, 0 -> 0
a : -536.0000, 0 -> 5
c : -650.0000, 1 -> 7
b : -122.0000, 1 -> 0
c : 503.0000, 2 -> 5
b : 912.0000, 2 -> 2
c : 82.0000, 3 -> 6
c : -641.0000, 3 -> 2
c : 457.0000, 4 -> 6
c : -844.0000, 4 -> 1
d : 330.0000, 5 -> 3
a : -287.0000, 5 -> 2
c : -539.0000, 6 -> 3
a : -350.0000, 6 -> 6
a : 867.0000, 7 -> 6
a : 332.0000, 7 -> 2
