a : -728.0000, 0 -> 6
b : -482.0000, 0 -> 5
a : 440.0000, 1 -> 7
b : 638.0000, 1 -> 2
a : -359.0000, 2 -> 1
b : 23.0000, 2 -> 5
a : -110.0000, 3 -> 0
b : 615.0000, 3 -> 1
a : -619.0000, 4 -> 1
b : -603.0000, 4 -> 4
a : 144.0000, 5 -> 7
b : 124.0000, 5 -> 4
a : 960.0000, 6 -> 2
b : 878.0000, 6 -> 4
a : 94.0000, 7 -> 0
b : -217.0000, 7 -> 4
b : 401.0000, 0 -> 3
a : 650.0000, 1 -> 3
b : 655.0000, 2 -> 4
b : -827.0000, 3 -> 4
b : -910.0000, 4 -> 5
a : -702.0000, 5 -> 4
b : 757.0000, 6 -> 0
a : 691.0000, 7 -> 3
