a : 720.0000, 0 -> 0
b : -837.0000, 0 -> 1
c : -877.0000, 0 -> 0
d : 402.0000, 0 -> 3
a : 236.0000, 1 -> 0
b : -980.0000, 1 -> 1
c : 699.0000, 1 -> 1
d : 986.0000, 1 -> 3
a : 157.0000, 2 -> 0
b : -805.0000, 2 -> 0
c : 680.0000, 2 -> 2
d : 552.0000, 2 -> 2
a : -259.0000, 3 -> 1
b : -833.0000, 3 -> 1
c : 990.0000, 3 -> 2
d : 541.0000, 3 -> 1
c : 668.0000, 0 -> 2
b : -235.0000, 0 -> 3
c : 602.0000, 1 -> 2
a : -116.0000, 1 -> 3
c : 832.0000, 2 -> 1
c : -761.0000, 2 -> 0
a : -364.0000, 3 -> 3
a : 292.0000, 3 -> 2
