a : 295.0000, 0 -> 7
b : -84.0000, 0 -> 5
a : -445.0000, 1 -> 3
b : -821.0000, 1 -> 4
a : -49.0000, 2 -> 2
b : -648.0000, 2 -> 4
a : -399.0000, 3 -> 3
b : 51.0000, 3 -> 6
a : -804.0000, 4 -> 2
b : -261.0000, 4 -> 1
a : 724.0000, 5 -> 2
b : -259.0000, 5 -> 5
a : 128.0000, 6 -> 7
b : 693.0000, 6 -> 0
a : -529.0000, 7 -> 6
b : 272.0000, 7 -> 6
b : 562.0000, 0 -> 6
a : -966.0000, 1 -> 4
a : -31.0000, 2 -> 0
a : -409.0000, 3 -> 2
b : 375.0000, 4 -> 3
b : -832.0000, 5 -> 6
a : -489.0000, 6 -> 6
a : 921.0000, 7 -> 2
