a : -928.0000, 0 -> 0
b : -857.0000, 0 -> 1
c : 264.0000, 0 -> 1
d : -435.0000, 0 -> 3
a : 761.0000, 1 -> 0
b : -585.0000, 1 -> 3
c : 638.0000, 1 -> 1
d : -412.0000, 1 -> 2
a : 443.0000, 2 -> 0
b : -352.0000, 2 -> 3
c : -210.0000, 2 -> 2
d : -668.0000, 2 -> 1
a : -523.0000, 3 -> 0
b : 133.0000, 3 -> 2
c : 445.0000, 3 -> 0
d : -992.0000, 3 -> 0
d : -946.0000, 0 -> 0
d : 469.0000, 0 -> 2
a : 930.0000, 1 -> 2
c : -659.0000, 1 -> 0
b : 770.0000, 2 -> 0
b : -317.0000, 2 -> 2
a : -778.0000, 3 -> 2
c : -184.0000, 3 -> 2
