a : 214.0000, 0 -> 1
b : 990.0000, 0 -> 1
c : -703.0000, 0 -> 3
d : -367.0000, 0 -> 0
a : 652.0000, 1 -> 3
b : 322.0000, 1 -> 2
c : -665.0000, 1 -> 1
d : 478.0000, 1 -> 1
a : -297.0000, 2 -> 2
b : -19.0000, 2 -> 0
c : 232.0000, 2 -> 1
d : 838.0000, 2 -> 0
a : 256.0000, 3 -> 1
b : 652.0000, 3 -> 2
c : -681.0000, 3 -> 2
d : -76.0000, 3 -> 2
d : -357.0000, 0 -> 2
a : 516.0000, 0 -> 0
a : 969.0000, 1 -> 0
b : -852.0000, 1 -> 1
a : 456.0000, 2 -> 1
b : 812.0000, 2 -> 3
a : -606.0000, 3 -> 3
b : 622.0000, 3 -> 0
