a : -500.0000, 0 -> 2
b : -538.0000, 0 -> 3
c : -224.0000, 0 -> 1
d : -701.0000, 0 -> 3
a : 605.0000, 1 -> 0
b : 940.0000, 1 -> 3
c : -709.0000, 1 -> 0
d : 312.0000, 1 -> 3
a : 899.0000, 2 -> 3
b : 157.0000, 2 -> 2
c : -393.0000, 2 -> 3
d : 645.0000, 2 -> 3
a : 62.0000, 3 -> 1
b : 622.0000, 3 -> 2
c : 922.0000, 3 -> 2
d : 153.0000, 3 -> 3
c : 241.0000, 0 -> 3
a : -670.0000, 0 -> 0
b : -266.0000, 1 -> 2
a : -827.0000, 1 -> 3
a : 770.0000, 2 -> 0
d : 499.0000, 2 -> 0
c : -379.0000, 3 -> 1
b : 265.0000, 3 -> 0
