a : -340.0000, 0 -> 4
b : 821.0000, 0 -> 6
a : 438.0000, 1 -> 7
b : -22.0000, 1 -> 4
a : -169.0000, 2 -> 5
b : -164.0000, 2 -> 1
a : -402.0000, 3 -> 2
b : -281.0000, 3 -> 6
a : 856.0000, 4 -> 6
b : 357.0000, 4 -> 6
a : -422.0000, 5 -> 2
b : 390.0000, 5 -> 5
a : 280.0000, 6 -> 5
b : 536.0000, 6 -> 0
a : -862.0000, 7 -> 5
b : 601.0000, 7 -> 6
a : 565.0000, 0 -> 5
b : 216.0000, 1 -> 3
b : 226.0000, 2 -> 7
a : -703.0000, 3 -> 6
b : 785.0000, 4 -> 5
b : -94.0000, 5 -> 7
a : -486.0000, 6 -> 1
b : 643.0000, 7 -> 7
