a : -947.0000, 0 -> 3
b : -734.0000, 0 -> 3
c : -38.0000, 0 -> 0
d : -354.0000, 0 -> 3
a : 345.0000, 1 -> 3
b : -335.0000, 1 -> 0
c : 226.0000, 1 -> 3
d : 153.0000, 1 -> 1
a : 30.0000, 2 -> 2
b : 155.0000, 2 -> 2
c : -898.0000, 2 -> 3
d : -907.0000, 2 -> 0
a : 247.0000, 3 -> 1
b : 979.0000, 3 -> 1
c : 783.0000, 3 -> 3
d : -867.0000, 3 -> 3
c : -848.0000, 0 -> 2
d : -355.0000, 0 -> 1
d : 389.0000, 1 -> 0
d : 812.0000, 1 -> 2
c : 943.0000, 2 -> 2
a : 210.0000, 2 -> 3
b : -337.0000, 3 -> 0
b : 580.0000, 3 -> 2
