a : 778.0000, 0 -> 7
b : -682.0000, 0 -> 6
c : 465.0000, 0 -> 7
d : 33.0000, 0 -> 2
a : 94.0000, 1 -> 7
b : -415.0000, 1 -> 1
c : -769.0000, 1 -> 1
d : 720.0000, 1 -> 4
a : -707.0000, 2 -> 3
b : -832.0000, 2 -> 2
c : 548.0000, 2 -> 5
d : -296.0000, 2 -> 0
a : 380.0000, 3 -> 2
b : -183.0000, 3 -> 6
c : -509.0000, 3 -> 5
d : -863.0000, 3 -> 0
a : 198.0000, 4 -> 1
b : 722.0000, 4 -> 7
c : 912.0000, 4 -> 0
d : 801.0000, 4 -> 1
a : -12.0000, 5 -> 7
b : -501.0000, 5 -> 6
c : 532.0000, 5 -> 0
d : 502.0000, 5 -> 6
a : -769.0000, 6 -> 2
b : -382.0000, 6 -> 7
c : 277.0000, 6 -> 2
d : -552.0000, 6 -> 7
a : -443.0000, 7 -> 6
b : -992.0000, 7 -> 7
c : 432.0000, 7 -> 3
d : 979.0000, 7 -> 6
c : 524.0000, 0 -> 0
a : -908.0000, 0 -> 6
b : 908.0000, 1 -> 3
a : -453.0000, 1 -> 0
c : -887.0000, 2 -> 0
a : -600.0000, 2 -> 2
b : -341.0000, 3 -> 7
a : -151.0000, 3 -> 0
c : 890.0000, 4 -> 5
c : 583.0000, 4 -> 2
b : 945.0000, 5 -> 4
a : 867.0000, 5 -> 0
d : -91.0000, 6 -> 4
b : -481.0000, 6 -> 3
b : -426.0000, 7 -> 6
c : -814.0000, 7 -> 5
