a : 531.0000, 0 -> 4
b : 638.0000, 0 -> 5
c : 250.0000, 0 -> 2
d : -696.0000, 0 -> 7
a : 440.0000, 1 -> 3
b : 942.0000, 1 -> 0
c : -67.0000, 1 -> 6
d : -744.0000, 1 -> 6
a : 487.0000, 2 -> 0
b : -445.0000, 2 -> 4
c : 118.0000, 2 -> 5
d : 259.0000, 2 -> 3
a : 620.0000, 3 -> 5
b : -185.0000, 3 -> 5
c : -772.0000, 3 -> 4
d : 662.0000, 3 -> 6
a : 822.0000, 4 -> 4
b : -630.0000, 4 -> 3
c : -457.0000, 4 -> 5
d : -846.0000, 4 -> 5
a : -245.0000, 5 -> 2
b : -944.0000, 5 -> 4
c : 412.0000, 5 -> 6
d : 850.0000, 5 -> 5
a : -792.0000, 6 -> 7
b : -351.0000, 6 -> 0
c : 67.0000, 6 -> 4
d : -402.0000, 6 -> 6
a : -969.0000, 7 -> 4
b : 278.0000, 7 -> 7
c : -116.0000, 7 -> 1
d : -127.0000, 7 -> 2
a : -555.0000, 0 -> 0
a : 27.0000, 0 -> 6
a : -688.0000, 1 -> 7
d : -726.0000, 1 -> 7
a : 711.0000, 2 -> 3
d : 874.0000, 2 -> 7
c : -155.0000, 3 -> 0
d : 286.0000, 3 -> 1
c : -689.0000, 4 -> 4
c : 71.0000, 4 -> 3
c : 949.0000, 5 -> 2
b : -296.0000, 5 -> 5
d : -920.0000, 6 -> 5
a : -592.0000, 6 -> 0
a : -552.0000, 7 -> 3
c : 466.0000, 7 -> 3
