a : 372.0000, 0 -> 6
b : -961.0000, 0 -> 7
a : -979.0000, 1 -> 1
b : 419.0000, 1 -> 0
a : 91.0000, 2 -> 3
b : -964.0000, 2 -> 1
a : -629.0000, 3 -> 0
b : -433.0000, 3 -> 3
a : 155.0000, 4 -> 4
b : -632.0000, 4 -> 1
a : 80.0000, 5 -> 5
b : 464.0000, 5 -> 6
a : -701.0000, 6 -> 3
b : -981.0000, 6 -> 1
a : -28.0000, 7 -> 3
b : 282.0000, 7 -> 7
b : 672.0000, 0 -> 1
a : 64.0000, 1 -> 5
b : -224.0000, 2 -> 3
a : -952.0000, 3 -> 6
a : -455.0000, 4 -> 5
b : 789.0000, 5 -> 7
b : -103.0000, 6 -> 3
b : 427.0000, 7 -> 0
b : 930.0000, 0 -> 4
a : -275.0000, 3 -> 2
