a : 265.0000, 0 -> 6
b : -217.0000, 0 -> 5
c : -688.0000, 0 -> 7
d : -506.0000, 0 -> 0
a : -68.0000, 1 -> 6
b : 405.0000, 1 -> 0
c : 310.0000, 1 -> 1
d : -816.0000, 1 -> 6
a : -881.0000, 2 -> 0
b : -171.0000, 2 -> 6
c : 897.0000, 2 -> 7
d : 291.0000, 2 -> 5
a : -65.0000, 3 -> 1
b : 39.0000, 3 -> 0
c : 643.0000, 3 -> 2
d : 24.0000, 3 -> 5
a : 47.0000, 4 -> 2
b : -107.0000, 4 -> 4
c : -389.0000, 4 -> 5
d : 919.0000, 4 -> 4
a : 521.0000, 5 -> 2
b : 422.0000, 5 -> 1
c : -537.0000, 5 -> 4
d : -206.0000, 5 -> 4
a : 115.0000, 6 -> 2
b : -660.0000, 6 -> 2
c : 501.0000, 6 -> 7
d : 322.0000, 6 -> 7
a : -468.0000, 7 -> 3
b : 981.0000, 7 -> 1
c : 153.0000, 7 -> 1
d : 72.0000, 7 -> 6
a : 636.0000, 0 -> 7
d : -684.0000, 0 -> 4
b : -357.0000, 1 -> 4
b : 999.0000, 1 -> 2
b : 95.0000, 2 -> 1
c : 479.0000, 2 -> 2
c : 697.0000, 3 -> 3
a : -388.0000, 3 -> 5
d : 531.0000, 4 -> 0
b : 311.0000, 4 -> 2
b : -479.0000, 5 -> 7
c : 813.0000, 5 -> 3
d : 499.0000, 6 -> 4
c : -981.0000, 6 -> 3
a : 642.0000, 7 -> 1
d : 621.0000, 7 -> 4
