a : -107.0000, 0 -> 0
b : 486.0000, 0 -> 2
c : -854.0000, 0 -> 3
d : 121.0000, 0 -> 4
a : 202.0000, 1 -> 3
b : 182.0000, 1 -> 1
c : -906.0000, 1 -> 5
d : 35.0000, 1 -> 2
a : -957.0000, 2 -> 6
b : 989.0000, 2 -> 4
c : 266.0000, 2 -> 5
d : 659.0000, 2 -> 6
a : 26.0000, 3 -> 7
b : 282.0000, 3 -> 6
c : 433.0000, 3 -> 4
d : 388.0000, 3 -> 6
a : -613.0000, 4 -> 1
b : -217.0000, 4 -> 6
c : 665.0000, 4 -> 2
d : -108.0000, 4 -> 7
a : -131.0000, 5 -> 3
b : 155.0000, 5 -> 1
c : 432.0000, 5 -> 1
d : 548.0000, 5 -> 5
a : -586.0000, 6 -> 6
b : 804.0000, 6 -> 7
c : -473.0000, 6 -> 3
d : 6.0000, 6 -> 2
a : 942.0000, 7 -> 3
b : 364.0000, 7 -> 1
c : 370.0000, 7 -> 5
d : -410.0000, 7 -> 3
d : 111.0000, 0 -> 0
b : -343.0000, 0 -> 3
c : 985.0000, 1 -> 0
a : -613.0000, 1 -> 4
c : 888.0000, 2 -> 4
c : -145.0000, 2 -> 7
b : -469.0000, 3 -> 4
d : -168.0000, 3 -> 7
b : -717.0000, 4 -> 0
a : 81.0000, 4 -> 5
b : 782.0000, 5 -> 4
c : 422.0000, 5 -> 5
a : 268.0000, 6 -> 7
c : 264.0000, 6 -> 5
d : -185.0000, 7 -> 0
a : 972.0000, 7 -> 7
