a : -994.0000, 0 -> 3
b : -61.0000, 0 -> 3
c : 994.0000, 0 -> 2
d : 859.0000, 0 -> 1
a : 742.0000, 1 -> 1
b : 684.0000, 1 -> 2
c : 605.0000, 1 -> 1
d : -608.0000, 1 -> 0
a : 798.0000, 2 -> 1
b : -732.0000, 2 -> 1
c : -413.0000, 2 -> 0
d : 916.0000, 2 -> 3
a : 919.0000, 3 -> 2
b : 746.0000, 3 -> 2
c : 223.0000, 3 -> 2
d : -598.0000, 3 -> 2
c : -295.0000, 0 -> 3
b : -531.0000, 0 -> 2
c : 343.0000, 1 -> 3
d : -566.0000, 1 -> 1
b : -987.0000, 2 -> 2
c : 560.0000, 2 -> 3
c : -80.0000, 3 -> 1
d : -440.0000, 3 -> 3
