a : 30.0000, 0 -> 3
b : -958.0000, 0 -> 5
c : 849.0000, 0 -> 6
d : -475.0000, 0 -> 2
a : 106.0000, 1 -> 6
b : 787.0000, 1 -> 0
c : 7.0000, 1 -> 7
d : -247.0000, 1 -> 4
a : -848.0000, 2 -> 1
b : 130.0000, 2 -> 4
c : 735.0000, 2 -> 4
d : -724.0000, 2 -> 4
a : -178.0000, 3 -> 7
b : 495.0000, 3 -> 3
c : -879.0000, 3 -> 6
d : -53.0000, 3 -> 5
a : -466.0000, 4 -> 6
b : -120.0000, 4 -> 0
c : 505.0000, 4 -> 4
d : -369.0000, 4 -> 4
a : -305.0000, 5 -> 3
b : -565.0000, 5 -> 1
c : 933.0000, 5 -> 6
d : -276.0000, 5 -> 2
a : -733.0000, 6 -> 6
b : -999.0000, 6 -> 6
c : -814.0000, 6 -> 2
d : -720.0000, 6 -> 5
a : 521.0000, 7 -> 6
b : 736.0000, 7 -> 4
c : 200.0000, 7 -> 7
d : 214.0000, 7 -> 7
b : 823.0000, 0 -> 7
a : -665.0000, 0 -> 6
d : 615.0000, 1 -> 2
b : -537.0000, 1 -> 1
c : -648.0000, 2 -> 1
a : 37.0000, 2 -> 3
c : 490.0000, 3 -> 2
b : -23.0000, 3 -> 5
d : -871.0000, 4 -> 0
c : -679.0000, 4 -> 6
a : -196.0000, 5 -> 6
b : 213.0000, 5 -> 5
a : 670.0000, 6 -> 7
c : 820.0000, 6 -> 5
c : -327.0000, 7 -> 4
d : 657.0000, 7 -> 3
