a : 24.0000, 0 -> 1
b : 843.0000, 0 -> 2
a : -743.0000, 1 -> 3
b : -272.0000, 1 -> 7
a : 797.0000, 2 -> 0
b : -376.0000, 2 -> 4
a : 617.0000, 3 -> 6
b : 503.0000, 3 -> 0
a : -395.0000, 4 -> 2
b : -707.0000, 4 -> 5
a : 369.0000, 5 -> 3
b : 205.0000, 5 -> 6
a : 906.0000, 6 -> 5
b : 324.0000, 6 -> 2
a : 648.0000, 7 -> 4
b : 512.0000, 7 -> 5
b : 863.0000, 0 -> 0
a : 802.0000, 1 -> 1
b : -603.0000, 2 -> 7
a : -834.0000, 3 -> 5
b : -596.0000, 4 -> 7
b : 730.0000, 5 -> 5
b : -949.0000, 6 -> 7
b : 578.0000, 7 -> 2
