a : 408.0000, 0 -> 0
b : -974.0000, 0 -> 2
c : -237.0000, 0 -> 3
d : 841.0000, 0 -> 1
a : 427.0000, 1 -> 3
b : -545.0000, 1 -> 1
c : 827.0000, 1 -> 1
d : -789.0000, 1 -> 2
a : 375.0000, 2 -> 0
b : -629.0000, 2 -> 2
c : -270.0000, 2 -> 1
d : 121.0000, 2 -> 1
a : -516.0000, 3 -> 1
b : -660.0000, 3 -> 3
c : -339.0000, 3 -> 3
d : 81.0000, 3 -> 1
a : -939.0000, 0 -> 1
a : 233.0000, 0 -> 3
b : 624.0000, 1 -> 3
b : -711.0000, 1 -> 2
c : -697.0000, 2 -> 2
c : 764.0000, 2 -> 3
d : -972.0000, 3 -> 2
b : 890.0000, 3 -> 0
