a : 922.0000, 0 -> 1
b : -598.0000, 0 -> 1
c : 517.0000, 0 -> 1
d : 668.0000, 0 -> 0
a : -198.0000, 1 -> 0
b : -617.0000, 1 -> 2
c : 138.0000, 1 -> 2
d : -201.0000, 1 -> 0
a : -357.0000, 2 -> 2
b : 450.0000, 2 -> 3
c : -307.0000, 2 -> 0
d : -473.0000, 2 -> 3
a : -201.0000, 3 -> 1
b : -677.0000, 3 -> 3
c : -833.0000, 3 -> 2
d : -769.0000, 3 -> 1
a : 79.0000, 0 -> 2
b : 591.0000, 0 -> 2
d : -349.0000, 1 -> 3
a : 368.0000, 1 -> 2
c : 68.0000, 2 -> 3
c : -840.0000, 2 -> 2
a : -996.0000, 3 -> 3
a : -316.0000, 3 -> 2
