a : 67.0000, 0 -> 0
b : 259.0000, 0 -> 7
c : -498.0000, 0 -> 4
d : -642.0000, 0 -> 6
a : 623.0000, 1 -> 4
b : 30.0000, 1 -> 0
c : 185.0000, 1 -> 5
d : -757.0000, 1 -> 2
a : 394.0000, 2 -> 7
b : 765.0000, 2 -> 0
c : 728.0000, 2 -> 4
d : -355.0000, 2 -> 6
a : -224.0000, 3 -> 5
b : -346.0000, 3 -> 2
c : 255.0000, 3 -> 6
d : -55.0000, 3 -> 6
a : -749.0000, 4 -> 2
b : 850.0000, 4 -> 4
c : -790.0000, 4 -> 1
d : -639.0000, 4 -> 0
a : -365.0000, 5 -> 5
b : -965.0000, 5 -> 4
c : 62.0000, 5 -> 1
d : -189.0000, 5 -> 6
a : -335.0000, 6 -> 2
b : -278.0000, 6 -> 0
c : -344.0000, 6 -> 5
d : 824.0000, 6 -> 5
a : -387.0000, 7 -> 4
b : -272.0000, 7 -> 3
c : 214.0000, 7 -> 1
d : -382.0000, 7 -> 4
b : 558.0000, 0 -> 3
b : -12.0000, 0 -> 5
c : 358.0000, 1 -> 1
a : -661.0000, 1 -> 6
a : 974.0000, 2 -> 1
a : -101.0000, 2 -> 6
b : 531.0000, 3 -> 3
c : 571.0000, 3 -> 0
b : 299.0000, 4 -> 2
a : 676.0000, 4 -> 3
d : -140.0000, 5 -> 1
a : 981.0000, 5 -> 4
d : 899.0000, 6 -> 3
a : 199.0000, 6 -> 6
b : -776.0000, 7 -> 4
a : -107.0000, 7 -> 7
