a : 726.0000, 0 -> 1
b : -333.0000, 0 -> 7
c : 166.0000, 0 -> 3
d : -937.0000, 0 -> 1
a : 972.0000, 1 -> 6
b : 575.0000, 1 -> 0
c : 801.0000, 1 -> 4
d : -557.0000, 1 -> 2
a : -393.0000, 2 -> 4
b : -817.0000, 2 -> 5
c : 545.0000, 2 -> 3
d : -312.0000, 2 -> 1
a : 41.0000, 3 -> 1
b : -364.0000, 3 -> 2
c : 219.0000, 3 -> 4
d : 494.0000, 3 -> 2
a : -144.0000, 4 -> 3
b : 267.0000, 4 -> 6
c : -72.0000, 4 -> 5
d : -722.0000, 4 -> 1
a : 172.0000, 5 -> 0
b : 416.0000, 5 -> 2
c : -793.0000, 5 -> 7
d : -432.0000, 5 -> 0
a : -698.0000, 6 -> 2
b : -16.0000, 6 -> 2
c : 404.0000, 6 -> 6
d : -289.0000, 6 -> 5
a : 718.0000, 7 -> 7
b : -786.0000, 7 -> 7
c : 968.0000, 7 -> 3
d : 846.0000, 7 -> 0
b : 316.0000, 0 -> 2
a : -746.0000, 0 -> 2
c : 308.0000, 1 -> 3
c : -301.0000, 1 -> 6
d : 191.0000, 2 -> 6
b : -380.0000, 2 -> 6
b : 114.0000, 3 -> 0
b : 356.0000, 3 -> 6
b : 650.0000, 4 -> 0
d : -693.0000, 4 -> 0
c : -450.0000, 5 -> 6
a : -328.0000, 5 -> 2
c : 547.0000, 6 -> 7
d : 418.0000, 6 -> 7
c : 68.0000, 7 -> 5
d : -828.0000, 7 -> 5
