a : -581.0000, 0 -> 7
b : -406.0000, 0 -> 5
c : 387.0000, 0 -> 0
d : -881.0000, 0 -> 2
a : -206.0000, 1 -> 1
b : -41.0000, 1 -> 7
c : 390.0000, 1 -> 1
d : 641.0000, 1 -> 1
a : -174.0000, 2 -> 2
b : -54.0000, 2 -> 4
c : 339.0000, 2 -> 6
d : -904.0000, 2 -> 2
a : -598.0000, 3 -> 2
b : -529.0000, 3 -> 5
c : -504.0000, 3 -> 6
d : -921.0000, 3 -> 0
a : 893.0000, 4 -> 1
b : 839.0000, 4 -> 4
c : 125.0000, 4 -> 2
d : -341.0000, 4 -> 7
a : -928.0000, 5 -> 5
b : 717.0000, 5 -> 1
c : 119.0000, 5 -> 0
d : -733.0000, 5 -> 4
a : -440.0000, 6 -> 0
b : -107.0000, 6 -> 6
c : 344.0000, 6 -> 7
d : 841.0000, 6 -> 5
a : -529.0000, 7 -> 4
b : -58.0000, 7 -> 0
c : 12.0000, 7 -> 5
d : 115.0000, 7 -> 0
c : 184.0000, 0 -> 6
c : -343.0000, 0 -> 3
d : -755.0000, 1 -> 0
b : 52.0000, 1 -> 1
c : 217.0000, 2 -> 4
a : 146.0000, 2 -> 0
a : -404.0000, 3 -> 1
d : 489.0000, 3 -> 2
c : -589.0000, 4 -> 5
b : -545.0000, 4 -> 6
b : -740.0000, 5 -> 4
b : -895.0000, 5 -> 3
a : -93.0000, 6 -> 5
c : 653.0000, 6 -> 2
c : 764.0000, 7 -> 3
c : 538.0000, 7 -> 0
