a : -327.0000, 0 -> 2
b : 725.0000, 0 -> 0
c : -792.0000, 0 -> 0
d : -32.0000, 0 -> 2
a : 123.0000, 1 -> 0
b : -469.0000, 1 -> 0
c : -323.0000, 1 -> 1
d : -638.0000, 1 -> 2
a : 56.0000, 2 -> 2
b : 126.0000, 2 -> 2
c : -6.0000, 2 -> 2
d : -40.0000, 2 -> 0
a : -762.0000, 3 -> 3
b : -546.0000, 3 -> 2
c : 353.0000, 3 -> 1
d : -858.0000, 3 -> 1
c : 909.0000, 0 -> 1
d : -55.0000, 0 -> 1
b : -153.0000, 1 -> 1
c : -798.0000, 1 -> 0
c : 461.0000, 2 -> 0
d : 777.0000, 2 -> 3
b : 746.0000, 3 -> 0
c : -849.0000, 3 -> 0
