a : 68.0000, 0 -> 5
b : -772.0000, 0 -> 3
a : -696.0000, 1 -> 5
b : 449.0000, 1 -> 5
a : 342.0000, 2 -> 3
b : 663.0000, 2 -> 4
a : -932.0000, 3 -> 6
b : 281.0000, 3 -> 6
a : -203.0000, 4 -> 3
b : 885.0000, 4 -> 5
a : 565.0000, 5 -> 4
b : 897.0000, 5 -> 1
a : -733.0000, 6 -> 6
b : -169.0000, 6 -> 2
a : -635.0000, 7 -> 2
b : 255.0000, 7 -> 3
a : 481.0000, 0 -> 6
b : -266.0000, 1 -> 2
a : -825.0000, 2 -> 2
b : -788.0000, 3 -> 0
a : -627.0000, 4 -> 6
b : -500.0000, 5 -> 3
a : -648.0000, 6 -> 5
a : -308.0000, 7 -> 7
a : 702.0000, 0 -> 7
