a : 981.0000, 0 -> 2
b : -747.0000, 0 -> 1
c : -957.0000, 0 -> 3
d : -215.0000, 0 -> 2
a : -555.0000, 1 -> 0
b : -589.0000, 1 -> 2
c : 926.0000, 1 -> 2
d : -427.0000, 1 -> 3
a : 197.0000, 2 -> 3
b : -500.0000, 2 -> 3
c : 934.0000, 2 -> 0
d : 441.0000, 2 -> 0
a : 241.0000, 3 -> 3
b : -67.0000, 3 -> 3
c : 444.0000, 3 -> 3
d : 241.0000, 3 -> 0
d : 32.0000, 0 -> 0
d : 378.0000, 0 -> 1
c : -262.0000, 1 -> 1
d : 135.0000, 1 -> 2
c : -887.0000, 2 -> 3
a : -386.0000, 2 -> 0
b : 241.0000, 3 -> 2
c : 245.0000, 3 -> 2
