a : 929.0000, 0 -> 1
b : 942.0000, 0 -> 1
a : -603.0000, 1 -> 4
b : 543.0000, 1 -> 7
a : -285.0000, 2 -> 7
b : 680.0000, 2 -> 2
a : 704.0000, 3 -> 2
b : 285.0000, 3 -> 3
a : 532.0000, 4 -> 4
b : 312.0000, 4 -> 4
a : -274.0000, 5 -> 5
b : 71.0000, 5 -> 0
a : -272.0000, 6 -> 4
b : -776.0000, 6 -> 6
a : 315.0000, 7 -> 6
b : 795.0000, 7 -> 6
b : 817.0000, 0 -> 2
b : -99.0000, 1 -> 0
b : 554.0000, 2 -> 3
b : 756.0000, 3 -> 4
a : -525.0000, 4 -> 1
b : 317.0000, 5 -> 4
b : -199.0000, 6 -> 2
b : 188.0000, 7 -> 0
b : -818.0000, 7 -> 5
