a : -107.0000, 0 -> 0
b : -428.0000, 0 -> 0
a : -87.0000, 1 -> 3
b : -487.0000, 1 -> 1
a : 170.0000, 2 -> 4
b : -490.0000, 2 -> 3
a : -81.0000, 3 -> 5
b : -103.0000, 3 -> 5
a : 86.0000, 4 -> 3
b : -184.0000, 4 -> 4
a : -869.0000, 5 -> 3
b : 531.0000, 5 -> 7
a : 541.0000, 6 -> 4
b : -162.0000, 6 -> 0
a : 788.0000, 7 -> 0
b : -321.0000, 7 -> 7
b : 386.0000, 0 -> 4
a : -889.0000, 1 -> 7
b : 453.0000, 2 -> 2
a : -510.0000, 3 -> 4
a : -915.0000, 4 -> 5
a : -889.0000, 5 -> 6
a : 15.0000, 6 -> 6
b : 142.0000, 7 -> 5
a : 257.0000, 0 -> 1
a : -247.0000, 6 -> 2
