a : -302.0000, 0 -> 6
b : -264.0000, 0 -> 6
a : 410.0000, 1 -> 5
b : -401.0000, 1 -> 2
a : 599.0000, 2 -> 7
b : -323.0000, 2 -> 0
a : -551.0000, 3 -> 2
b : -285.0000, 3 -> 1
a : 249.0000, 4 -> 4
b : 385.0000, 4 -> 2
a : -415.0000, 5 -> 4
b : -639.0000, 5 -> 0
a : -978.0000, 6 -> 1
b : 9.0000, 6 -> 3
a : -966.0000, 7 -> 0
b : 888.0000, 7 -> 4
b : 146.0000, 0 -> 0
b : 19.0000, 1 -> 7
a : -410.0000, 2 -> 4
a : -719.0000, 3 -> 0
b : -936.0000, 4 -> 2
b : -105.0000, 5 -> 6
b : 870.0000, 6 -> 4
a : -904.0000, 7 -> 7
