a : 702.0000, 0 -> 1
b : 322.0000, 0 -> 4
c : -723.0000, 0 -> 6
d : -578.0000, 0 -> 6
a : -560.0000, 1 -> 0
b : -929.0000, 1 -> 2
c : 891.0000, 1 -> 6
d : 493.0000, 1 -> 0
a : -748.0000, 2 -> 6
b : -590.0000, 2 -> 7
c : 857.0000, 2 -> 7
d : -534.0000, 2 -> 2
a : -212.0000, 3 -> 6
b : 65.0000, 3 -> 5
c : -245.0000, 3 -> 3
d : -908.0000, 3 -> 1
a : -551.0000, 4 -> 3
b : 846.0000, 4 -> 4
c : 177.0000, 4 -> 7
d : 832.0000, 4 -> 3
a : -684.0000, 5 -> 6
b : -857.0000, 5 -> 7
c : -299.0000, 5 -> 2
d : -546.0000, 5 -> 7
a : -369.0000, 6 -> 7
b : -558.0000, 6 -> 4
c : -233.0000, 6 -> 5
d : -803.0000, 6 -> 4
a : 294.0000, 7 -> 5
b : 708.0000, 7 -> 7
c : 604.0000, 7 -> 4
d : -591.0000, 7 -> 1
c : 868.0000, 0 -> 5
c : 340.0000, 0 -> 2
b : 137.0000, 1 -> 4
d : 817.0000, 1 -> 5
a : -279.0000, 2 -> 7
d : 300.0000, 2 -> 3
d : 797.0000, 3 -> 0
a : 607.0000, 3 -> 4
c : -413.0000, 4 -> 6
b : -517.0000, 4 -> 0
a : 394.0000, 5 -> 4
d : -663.0000, 5 -> 2
c : 690.0000, 6 -> 7
b : 910.0000, 6 -> 7
c : 336.0000, 7 -> 1
d : 795.0000, 7 -> 0
