a : 151.0000, 0 -> 3
b : -890.0000, 0 -> 7
c : 919.0000, 0 -> 7
d : 477.0000, 0 -> 2
a : -316.0000, 1 -> 1
b : -823.0000, 1 -> 5
c : 6.0000, 1 -> 5
d : 953.0000, 1 -> 6
a : 231.0000, 2 -> 5
b : 331.0000, 2 -> 7
c : 214.0000, 2 -> 5
d : 755.0000, 2 -> 4
a : -415.0000, 3 -> 4
b : -997.0000, 3 -> 6
c : -757.0000, 3 -> 1
d : -738.0000, 3 -> 4
a : 679.0000, 4 -> 0
b : 272.0000, 4 -> 3
c : 860.0000, 4 -> 6
d : -286.0000, 4 -> 4
a : -47.0000, 5 -> 5
b : 929.0000, 5 -> 3
c : -700.0000, 5 -> 6
d : 46.0000, 5 -> 3
a : 876.0000, 6 -> 0
b : -960.0000, 6 -> 5
c : -215.0000, 6 -> 0
d : 735.0000, 6 -> 7
a : 996.0000, 7 -> 1
b : 797.0000, 7 -> 5
c : -175.0000, 7 -> 4
d : 437.0000, 7 -> 6
b : 29.0000, 0 -> 3
a : 199.0000, 0 -> 4
c : 425.0000, 1 -> 1
d : 764.0000, 1 -> 0
a : 846.0000, 2 -> 0
b : -663.0000, 2 -> 0
b : -375.0000, 3 -> 5
d : 295.0000, 3 -> 2
c : -378.0000, 4 -> 4
a : -884.0000, 4 -> 7
b : 507.0000, 5 -> 6
a : 643.0000, 5 -> 0
c : 376.0000, 6 -> 6
d : 883.0000, 6 -> 4
c : -406.0000, 7 -> 5
c : 315.0000, 7 -> 2
