a : 925.0000, 0 -> 0
b : -213.0000, 0 -> 4
c : -385.0000, 0 -> 3
d : -781.0000, 0 -> 6
a : -665.0000, 1 -> 2
b : 289.0000, 1 -> 3
c : -308.0000, 1 -> 0
d : 441.0000, 1 -> 5
a : 314.0000, 2 -> 7
b : -351.0000, 2 -> 6
c : 595.0000, 2 -> 1
d : -444.0000, 2 -> 7
a : 696.0000, 3 -> 1
b : 881.0000, 3 -> 4
c : 996.0000, 3 -> 7
d : 511.0000, 3 -> 0
a : -827.0000, 4 -> 5
b : 389.0000, 4 -> 0
c : -619.0000, 4 -> 4
d : -124.0000, 4 -> 1
a : -204.0000, 5 -> 5
b : -475.0000, 5 -> 5
c : -218.0000, 5 -> 3
d : -11.0000, 5 -> 2
a : 621.0000, 6 -> 6
b : 201.0000, 6 -> 4
c : 278.0000, 6 -> 6
d : -783.0000, 6 -> 3
a : -373.0000, 7 -> 6
b : 292.0000, 7 -> 0
c : -337.0000, 7 -> 6
d : -423.0000, 7 -> 1
c : -606.0000, 0 -> 6
d : -862.0000, 0 -> 7
c : -112.0000, 1 -> 7
c : 595.0000, 1 -> 4
d : -19.0000, 2 -> 0
b : 843.0000, 2 -> 4
c : 720.0000, 3 -> 3
c : 129.0000, 3 -> 5
a : -266.0000, 4 -> 2
a : -182.0000, 4 -> 3
a : -221.0000, 5 -> 2
a : -898.0000, 5 -> 6
b : 848.0000, 6 -> 6
a : -293.0000, 6 -> 5
c : -827.0000, 7 -> 2
b : 140.0000, 7 -> 3
