a : -948.0000, 0 -> 1
b : -817.0000, 0 -> 0
c : 873.0000, 0 -> 1
d : 131.0000, 0 -> 1
a : 623.0000, 1 -> 3
b : -661.0000, 1 -> 3
c : 404.0000, 1 -> 1
d : 565.0000, 1 -> 3
a : -525.0000, 2 -> 1
b : 563.0000, 2 -> 1
c : -886.0000, 2 -> 0
d : -16.0000, 2 -> 1
a : -691.0000, 3 -> 2
b : 877.0000, 3 -> 0
c : 718.0000, 3 -> 3
d : 659.0000, 3 -> 3
c : 793.0000, 0 -> 3
b : 330.0000, 0 -> 2
b : -735.0000, 1 -> 0
c : 576.0000, 1 -> 0
a : 568.0000, 2 -> 0
a : 226.0000, 2 -> 2
a : -450.0000, 3 -> 0
d : 487.0000, 3 -> 2
