a : -389.0000, 0 -> 7
b : 340.0000, 0 -> 2
a : -980.0000, 1 -> 7
b : 634.0000, 1 -> 3
a : -158.0000, 2 -> 7
b : -480.0000, 2 -> 1
a : -376.0000, 3 -> 5
b : 726.0000, 3 -> 0
a : 552.0000, 4 -> 1
b : -787.0000, 4 -> 3
a : 89.0000, 5 -> 5
b : 75.0000, 5 -> 4
a : -953.0000, 6 -> 6
b : 911.0000, 6 -> 2
a : -428.0000, 7 -> 7
b : 669.0000, 7 -> 4
b : -247.0000, 0 -> 0
a : -400.0000, 1 -> 6
a : -556.0000, 2 -> 6
a : -943.0000, 3 -> 7
a : 30.0000, 4 -> 6
a : 468.0000, 5 -> 3
a : 180.0000, 6 -> 1
b : -407.0000, 7 -> 0
